,decimalLatitude,decimalLongitude,elevation,date
13115,47.52972,8.45431,489.0,2014-06-06 00:00:00
13116,47.4002,8.38351,466.0,2014-07-15 00:00:00
13117,46.34963,7.16714,1228.5,2014-08-11 00:00:00
13118,47.49444,8.86493,513.0,2014-05-12 00:00:00
13119,47.17009,8.72513,768.5,2014-08-05 00:00:00
13120,46.84003,10.36564,1510.0,2014-08-21 00:00:00
13121,46.59668,9.59496,1176.0,2014-07-30 00:00:00
13122,46.7948,10.29716,1190.5,2014-07-06 00:00:00
13123,46.90333,9.82152,990.5,2014-07-15 00:00:00
13124,46.6644,9.57103,871.5,2014-07-07 00:00:00
13125,46.8576,9.50524,563.0,2014-07-07 00:00:00
13126,46.7891,9.81478,1553.5,2014-06-26 00:00:00
13127,46.70684,9.17572,1107.5,2014-05-14 00:00:00
13128,46.79828,9.70162,1463.5,2014-07-17 00:00:00
13129,46.91286,9.74907,872.5,2014-07-22 00:00:00
13130,46.70055,9.73864,1250.5,2014-08-10 00:00:00
13131,46.77603,9.68506,1618.0,2014-07-17 00:00:00
13132,46.76893,9.81119,1595.0,2014-07-15 00:00:00
13133,46.67079,9.68533,996.0,2014-07-07 00:00:00
13134,46.77333,9.66092,1825.0,2014-06-15 00:00:00
13135,46.78871,9.68113,1812.0,2014-06-15 00:00:00
13136,46.81436,9.84392,1606.0,2014-05-23 00:00:00
13137,46.89016,9.84353,964.5,2014-05-09 00:00:00
13138,46.70912,9.43057,762.5,2014-05-09 00:00:00
13139,46.88189,9.86581,1042.5,2014-05-09 00:00:00
13140,46.77041,9.80109,1509.5,2014-07-06 00:00:00
13141,46.86782,9.87957,1227.5,2014-05-09 00:00:00
13142,46.792,8.16299,691.5,2014-08-01 00:00:00
13143,47.21049,8.58405,549.0,2014-08-25 00:00:00
13144,46.66657,9.64538,934.0,2014-08-11 00:00:00
13145,46.80666,9.88141,1679.0,2014-07-06 00:00:00
13146,46.77459,9.6715,1732.5,2014-07-17 00:00:00
13147,46.84863,9.87534,1520.5,2014-05-23 00:00:00
13148,46.76696,9.80183,1513.5,2014-07-15 00:00:00
13149,46.78849,9.68079,1808.0,2014-07-07 00:00:00
13150,46.72586,9.5571,1469.0,2014-05-12 00:00:00
13151,46.79832,9.70205,1460.0,2014-07-17 00:00:00
13152,46.77296,9.80423,1522.0,2014-09-09 00:00:00
13153,46.60228,9.42405,978.5,2014-08-18 00:00:00
13154,46.67497,9.67169,976.0,2014-08-11 00:00:00
13155,46.91153,9.79125,837.5,2014-07-22 00:00:00
13156,46.77598,9.68319,1617.0,2014-07-17 00:00:00
13157,46.8682,9.88573,1197.0,2014-05-16 00:00:00
13158,46.71513,9.55626,1399.0,2014-05-12 00:00:00
13159,46.82386,9.2803,1084.0,2014-06-23 00:00:00
13160,46.66093,9.57347,866.0,2014-07-07 00:00:00
13161,46.72042,9.45836,760.0,2014-05-12 00:00:00
13162,46.85465,9.50413,564.0,2014-05-22 00:00:00
13163,46.83971,9.87053,1501.0,2014-05-23 00:00:00
13164,46.80217,9.89656,1799.5,2014-07-06 00:00:00
13165,46.87037,9.87611,1247.5,2014-05-09 00:00:00
13166,46.79911,9.70455,1437.5,2014-07-17 00:00:00
13167,46.67217,9.68059,979.0,2014-08-11 00:00:00
13168,46.68918,9.52863,1075.0,2014-05-18 00:00:00
13169,46.84136,10.36244,1491.5,2014-05-27 00:00:00
13170,46.83097,9.28402,1095.0,2014-05-08 00:00:00
13171,46.71072,8.87811,992.0,2014-07-11 00:00:00
13172,46.69137,9.43434,740.5,2014-05-13 00:00:00
13173,46.68937,9.53519,998.5,2014-05-18 00:00:00
13174,46.72398,9.5575,1462.0,2014-05-12 00:00:00
13175,46.7991,9.7027,1457.0,2014-07-17 00:00:00
13176,46.87552,9.87231,1118.0,2014-08-14 00:00:00
13177,46.60417,9.42285,970.0,2014-07-19 00:00:00
13178,46.86813,9.88011,1195.5,2014-05-09 00:00:00
13179,46.83965,9.87033,1501.0,2014-05-23 00:00:00
13180,46.66232,9.60496,896.5,2014-05-22 00:00:00
13181,46.83973,9.87649,1489.0,2014-05-23 00:00:00
13182,46.77644,9.68548,1621.5,2014-07-17 00:00:00
13183,47.35385,8.46752,553.0,2014-08-27 00:00:00
13184,47.51103,8.83261,554.5,2014-06-11 00:00:00
13185,46.58318,9.92955,1688.0,2014-10-22 00:00:00
13186,46.91153,9.79125,837.5,2014-07-22 00:00:00
13187,46.86945,9.88125,1190.0,2014-05-16 00:00:00
13188,46.87314,9.87911,1188.0,2014-05-09 00:00:00
13189,46.69834,9.42145,985.0,2014-05-06 00:00:00
13190,46.81787,9.6074,1338.0,2014-05-22 00:00:00
13191,46.8482,9.87272,1535.0,2014-05-23 00:00:00
13192,46.86939,9.87991,1179.5,2014-05-09 00:00:00
13193,46.77648,9.68615,1617.0,2014-07-17 00:00:00
13194,46.8626,9.89142,1188.0,2014-08-14 00:00:00
13195,46.84118,10.36158,1477.5,2014-08-21 00:00:00
13196,46.58343,9.93003,1687.0,2014-08-04 00:00:00
13197,46.85655,9.89073,1356.0,2014-07-15 00:00:00
13198,46.71296,9.5545,1379.0,2014-07-18 00:00:00
13199,46.77536,9.67527,1713.0,2014-07-17 00:00:00
13200,46.80548,9.83973,1549.0,2014-06-12 00:00:00
13201,46.81806,9.60631,1355.5,2014-05-22 00:00:00
13202,46.84596,9.87149,1512.0,2014-05-23 00:00:00
13203,46.73831,9.55129,1484.5,2014-05-12 00:00:00
13204,46.88663,9.84827,990.0,2014-05-09 00:00:00
13205,46.79236,9.70231,1503.5,2014-06-15 00:00:00
13206,46.34584,9.57523,1033.0,2014-10-22 00:00:00
13207,46.81039,10.34023,1233.0,2014-08-19 00:00:00
13208,46.37306,9.12666,1082.0,2014-08-21 00:00:00
13209,46.7112,9.54076,1581.0,2014-05-18 00:00:00
13210,46.85851,9.88499,1257.0,2014-05-16 00:00:00
13211,46.87217,9.87965,1188.5,2014-05-09 00:00:00
13212,46.82386,9.2803,1084.0,2014-06-23 00:00:00
13213,46.81984,9.52623,1366.5,2014-05-22 00:00:00
13214,46.68997,9.53579,1016.0,2014-05-18 00:00:00
13215,46.71877,9.53991,1599.0,2014-05-12 00:00:00
13216,46.79863,9.70455,1440.0,2014-07-17 00:00:00
13217,46.85611,9.87913,1338.5,2014-08-14 00:00:00
13218,46.60206,9.4233,977.5,2014-07-19 00:00:00
13219,46.86285,9.89167,1188.0,2014-05-16 00:00:00
13220,46.84056,9.86043,1569.0,2014-07-15 00:00:00
13221,46.81787,9.6074,1338.0,2014-05-22 00:00:00
13222,46.66845,9.59756,1129.0,2014-05-22 00:00:00
13223,46.84325,9.87012,1505.0,2014-05-23 00:00:00
13224,46.74332,9.54976,1489.5,2014-05-12 00:00:00
13225,46.81903,9.7051,1240.0,2014-07-18 00:00:00
13226,46.88816,9.85286,1037.5,2014-05-09 00:00:00
13227,47.20141,8.6127,579.5,2014-08-25 00:00:00
13228,47.37903,7.89001,823.5,2014-07-20 00:00:00
13229,47.517,8.83044,574.5,2014-04-10 00:00:00
13230,47.17147,8.63539,648.5,2014-08-25 00:00:00
13231,47.52898,8.4545,488.0,2014-05-10 00:00:00
13232,46.2084,7.43817,1438.0,2014-06-30 00:00:00
13233,46.2847,7.0913,1299.5,2014-01-01 00:00:00
13234,46.12754,7.47489,1241.0,2014-07-03 00:00:00
13235,46.28246,6.23971,420.0,2014-05-21 00:00:00
13236,47.31911,8.49065,565.0,2014-05-20 00:00:00
13237,47.35339,8.46845,547.0,2014-08-27 00:00:00
13238,46.28538,6.24333,419.5,2014-05-19 00:00:00
13239,46.31082,7.45979,1564.0,2014-10-06 00:00:00
13240,46.56579,6.55948,500.0,2014-07-20 00:00:00
13241,46.14039,7.6237,1633.0,2014-07-03 00:00:00
13242,46.29215,6.25027,399.5,2014-09-25 00:00:00
13243,46.28298,6.24041,420.0,2014-05-21 00:00:00
13244,46.19205,6.09097,386.0,2014-04-17 00:00:00
13245,46.31043,7.45979,1556.5,2014-10-06 00:00:00
13246,47.30983,8.72736,444.0,2014-07-16 00:00:00
13247,47.48845,8.86527,527.5,2014-05-12 00:00:00
13248,47.39887,8.86923,710.5,2014-07-31 00:00:00
13249,47.43568,8.69426,496.0,2014-09-19 00:00:00
13250,46.34538,7.0101,1397.0,2014-06-10 00:00:00
13252,47.15924,7.30735,550.5,2014-05-08 00:00:00
13253,47.43605,8.69517,495.0,2014-09-19 00:00:00
13254,46.08222,7.20848,819.0,2014-05-30 00:00:00
13255,46.94464,7.3704,545.0,2014-05-20 00:00:00
13256,47.48922,8.86406,523.5,2014-05-12 00:00:00
13257,47.39871,8.86916,712.0,2014-07-31 00:00:00
13258,47.35326,8.4684,541.0,2014-08-27 00:00:00
13259,47.4332,8.69117,504.5,2014-09-19 00:00:00
13260,47.32772,8.47348,535.0,2014-07-02 00:00:00
13261,46.57782,7.09106,698.0,2014-01-01 00:00:00
13262,46.87672,7.54007,520.0,2014-05-18 00:00:00
13263,47.35307,8.46839,537.5,2014-08-27 00:00:00
13264,47.37602,7.90769,626.0,2014-05-20 00:00:00
13265,47.21278,7.52595,440.5,2014-06-24 00:00:00
13266,47.31546,8.71417,439.0,2014-06-25 00:00:00
13267,47.38562,8.59766,545.0,2014-08-19 00:00:00
13268,47.5003,8.89135,510.0,2014-06-30 00:00:00
13269,47.35468,8.46467,561.0,2014-08-27 00:00:00
13270,47.18349,7.5568,455.5,2014-10-01 00:00:00
13271,47.47716,8.87801,582.0,2014-07-15 00:00:00
13272,47.34289,8.5906,584.5,2014-11-21 00:00:00
13273,47.49915,8.48621,409.0,2014-07-01 00:00:00
13274,47.35497,8.46512,576.5,2014-08-27 00:00:00
13275,47.42455,8.71765,551.0,2014-07-08 00:00:00
13276,46.28935,7.43784,991.5,2014-10-06 00:00:00
13277,46.14168,7.62387,1632.5,2014-05-28 00:00:00
13278,46.2178,7.58053,1069.0,2014-05-07 00:00:00
13279,46.29205,6.25036,399.5,2014-09-25 00:00:00
13280,47.17926,7.56092,450.0,2014-10-01 00:00:00
13281,46.19206,6.091,386.0,2014-09-12 00:00:00
13282,46.31057,7.45923,1560.5,2014-10-06 00:00:00
13283,47.18824,7.67287,497.5,2014-10-01 00:00:00
13284,46.28188,6.23901,420.0,2014-05-21 00:00:00
13285,47.47596,8.54927,420.0,2014-06-04 00:00:00
13286,47.49071,8.86296,519.5,2014-05-12 00:00:00
13287,47.52898,8.4545,488.0,2014-05-10 00:00:00
13288,47.51103,8.83261,554.5,2014-06-11 00:00:00
13289,46.19207,5.99973,420.0,2014-05-06 00:00:00
13290,47.19187,8.95877,408.5,2014-06-24 00:00:00
13291,47.35513,8.4644,575.0,2014-08-27 00:00:00
13292,47.49082,8.86321,519.5,2014-05-12 00:00:00
13293,47.35076,8.47405,540.0,2014-05-20 00:00:00
13294,47.38243,8.8401,628.0,2014-09-09 00:00:00
13295,47.44116,8.84292,547.0,2014-07-01 00:00:00
13296,46.9509,8.01087,721.0,2014-07-04 00:00:00
13297,47.49402,8.86489,514.0,2014-06-20 00:00:00
13298,46.33004,7.53447,1393.0,2014-07-15 00:00:00
13299,47.42455,8.71765,551.0,2014-07-08 00:00:00
13300,46.94858,7.50047,713.5,2014-06-08 00:00:00
13301,46.9498,7.40084,550.0,2014-05-24 00:00:00
13302,47.24482,8.15584,790.5,2014-06-16 00:00:00
13303,46.94889,7.35227,557.0,2014-05-19 00:00:00
13304,46.84107,10.36332,1521.5,2014-08-21 00:00:00
13305,46.84136,10.36244,1491.5,2014-07-06 00:00:00
13306,46.77582,9.68348,1616.0,2014-07-17 00:00:00
13307,46.70529,9.17328,1103.0,2014-05-14 00:00:00
13308,46.66093,9.57347,866.0,2014-07-07 00:00:00
13309,46.78799,9.81634,1536.5,2014-06-26 00:00:00
13310,46.81533,9.53198,1142.0,2014-05-06 00:00:00
13311,46.77009,9.80328,1527.0,2014-07-06 00:00:00
13312,46.77351,9.80567,1525.0,2014-09-09 00:00:00
13313,46.91776,9.76494,893.0,2014-07-22 00:00:00
13314,46.66331,9.5733,858.5,2014-08-11 00:00:00
13315,46.76981,9.81249,1615.0,2014-07-15 00:00:00
13316,46.67177,9.68208,986.0,2014-07-07 00:00:00
13317,46.77323,9.66069,1825.0,2014-06-15 00:00:00
13318,46.79119,9.68207,1847.0,2014-07-07 00:00:00
13319,46.80908,9.52986,1177.0,2014-05-06 00:00:00
13320,46.85685,9.88396,1279.0,2014-05-16 00:00:00
13321,46.67151,9.62551,1071.5,2014-05-18 00:00:00
13322,46.77085,9.8028,1512.0,2014-07-06 00:00:00
13323,46.90304,9.82424,1003.5,2014-05-09 00:00:00
13324,47.05376,8.28544,461.5,2014-08-06 00:00:00
13325,46.77334,9.8046,1522.0,2014-09-09 00:00:00
13326,46.84863,9.87595,1510.0,2014-06-25 00:00:00
13327,46.77609,9.68453,1619.0,2014-07-17 00:00:00
13328,46.75651,9.78722,1487.0,2014-07-15 00:00:00
13329,46.71575,9.55601,1402.0,2014-05-12 00:00:00
13330,46.67079,9.68533,996.0,2014-07-07 00:00:00
13331,46.71677,9.52375,1884.0,2014-06-05 00:00:00
13332,46.78886,9.68145,1818.0,2014-06-15 00:00:00
13333,46.84118,10.36158,1477.5,2014-07-06 00:00:00
13334,46.78466,9.68912,1725.0,2014-06-15 00:00:00
13335,46.97041,9.69408,672.0,2014-08-10 00:00:00
13336,46.93514,9.78074,1320.5,2014-07-22 00:00:00
13337,46.83016,9.28968,1068.5,2014-07-24 00:00:00
13338,46.57989,9.9215,1723.5,2014-07-01 00:00:00
13339,46.87314,9.87911,1188.0,2014-05-09 00:00:00
13340,46.76675,9.81056,1558.0,2014-07-15 00:00:00
13341,46.77532,9.6737,1722.5,2014-07-07 00:00:00
13342,46.6973,9.44077,705.5,2014-05-13 00:00:00
13343,46.66635,9.63943,930.0,2014-08-11 00:00:00
13344,46.76979,9.8017,1509.5,2014-07-06 00:00:00
13345,46.79882,9.70269,1455.0,2014-07-07 00:00:00
13346,46.7907,9.81392,1587.5,2014-06-26 00:00:00
13347,46.72152,9.196,956.0,2014-05-14 00:00:00
13348,46.77334,9.8046,1522.0,2014-09-09 00:00:00
13349,46.91408,9.74858,864.0,2014-07-22 00:00:00
13350,46.70154,9.74227,1257.0,2014-08-10 00:00:00
13351,46.77609,9.68453,1619.0,2014-07-17 00:00:00
13352,46.74866,9.78058,1464.5,2014-07-15 00:00:00
13353,46.83568,10.37046,1380.0,2014-05-28 00:00:00
13354,46.66951,9.6639,956.5,2014-07-07 00:00:00
13355,46.78843,9.68108,1807.5,2014-07-07 00:00:00
13356,46.8151,9.84462,1591.5,2014-05-23 00:00:00
13357,46.89053,9.84276,969.5,2014-05-09 00:00:00
13358,46.81981,9.26559,1081.0,2014-05-08 00:00:00
13359,46.74433,9.46041,891.0,2014-05-09 00:00:00
13360,46.88201,9.86397,1035.5,2014-05-09 00:00:00
13361,46.87081,9.87428,1274.0,2014-05-09 00:00:00
13362,46.84147,10.36316,1543.5,2014-08-21 00:00:00
13363,46.72374,9.18668,1155.0,2014-09-28 00:00:00
13364,46.84107,10.36332,1521.5,2014-07-06 00:00:00
13365,46.77598,9.68319,1617.0,2014-07-17 00:00:00
13366,46.8401,9.28226,1146.5,2014-05-14 00:00:00
13367,46.78843,9.68108,1807.5,2014-07-07 00:00:00
13368,46.66146,9.57889,855.0,2014-07-07 00:00:00
13369,46.66449,9.61217,897.5,2014-05-22 00:00:00
13370,46.78693,9.8171,1531.0,2014-06-26 00:00:00
13371,46.88651,9.85838,1070.5,2014-05-09 00:00:00
13372,46.79828,10.29807,1265.5,2014-07-06 00:00:00
13373,46.77319,9.80573,1529.5,2014-09-09 00:00:00
13374,46.90333,9.82152,990.5,2014-07-15 00:00:00
13375,46.77351,9.66078,1830.0,2014-06-15 00:00:00
13376,46.70807,9.43047,783.0,2014-05-09 00:00:00
13377,46.85707,9.5046,563.0,2014-07-07 00:00:00
13378,46.69834,9.42145,985.0,2014-05-06 00:00:00
13379,46.67133,9.62676,1061.5,2014-05-18 00:00:00
13380,46.86843,10.424,1502.5,2014-05-28 00:00:00
13381,47.44116,8.84292,547.0,2014-07-01 00:00:00
13382,47.49082,8.86154,522.5,2014-05-12 00:00:00
13383,47.29058,8.61472,516.0,2014-06-25 00:00:00
13384,47.42317,8.84906,563.5,2014-07-28 00:00:00
13385,46.28577,7.03285,750.0,2014-06-25 00:00:00
13386,47.17083,8.73236,778.0,2014-07-21 00:00:00
13387,47.38297,8.84058,627.5,2014-09-12 00:00:00
13388,47.56002,8.70746,470.0,2014-05-28 00:00:00
13389,46.72403,9.18647,1155.0,2014-09-28 00:00:00
13390,46.84136,10.36244,1491.5,2014-08-21 00:00:00
13391,46.77296,9.80423,1522.0,2014-09-09 00:00:00
13392,46.84862,10.4266,1137.0,2014-08-19 00:00:00
13393,46.77638,9.68485,1624.0,2014-07-17 00:00:00
13394,46.83431,9.30815,944.0,2014-05-14 00:00:00
13395,46.78871,9.68113,1812.0,2014-06-15 00:00:00
13396,46.82797,9.35647,865.0,2014-05-14 00:00:00
13397,46.66317,9.63316,933.5,2014-07-07 00:00:00
13398,46.99951,9.55767,608.5,2014-07-07 00:00:00
13399,46.70795,9.55117,1335.0,2014-06-05 00:00:00
13400,46.78999,10.29985,1245.0,2014-07-06 00:00:00
13401,46.93171,9.75218,1417.0,2014-07-22 00:00:00
13402,46.61267,9.17634,1276.0,2014-06-24 00:00:00
13403,46.86007,9.88051,1247.5,2014-05-16 00:00:00
13404,46.76716,9.80148,1508.0,2014-07-15 00:00:00
13405,46.80908,9.52986,1177.0,2014-05-06 00:00:00
13406,46.67043,9.61972,1080.0,2014-05-18 00:00:00
13407,46.78693,9.8171,1531.0,2014-06-26 00:00:00
13408,47.44111,8.84308,546.5,2014-07-01 00:00:00
13409,47.22996,7.56514,472.5,2014-10-10 00:00:00
13411,46.29278,6.25099,397.0,2014-09-27 00:00:00
13413,46.25473,6.28945,471.0,2014-07-01 00:00:00
13414,46.9695,7.44946,515.0,2014-07-25 00:00:00
13415,46.91675,7.38711,671.0,2014-09-04 00:00:00
13416,46.02999,7.11341,1466.0,2014-06-09 00:00:00
13417,46.81583,8.17034,692.5,2014-08-01 00:00:00
13418,47.40903,8.18677,380.5,2014-05-08 00:00:00
13419,47.43599,8.06895,649.5,2014-06-22 00:00:00
13420,47.52302,7.97833,461.0,2014-04-16 00:00:00
13421,46.16426,8.76819,220.5,2014-06-11 00:00:00
13422,47.4095,8.09664,360.0,2014-06-03 00:00:00
13423,47.37223,8.41908,462.5,2014-06-11 00:00:00
13424,46.26181,8.83584,614.5,2014-04-03 00:00:00
13425,47.43975,8.83002,538.0,2014-07-25 00:00:00
13426,47.39882,8.86914,709.0,2014-07-31 00:00:00
13427,46.98489,8.78547,867.5,2014-08-20 00:00:00
13428,47.35307,8.46839,535.5,2014-08-27 00:00:00
13429,47.431,8.68578,518.5,2014-09-19 00:00:00
13430,47.39885,8.86946,706.0,2014-07-31 00:00:00
13431,46.78914,8.14102,1071.5,2014-08-01 00:00:00
13432,47.31546,8.71417,439.0,2014-07-08 00:00:00
13433,47.32136,8.48874,549.0,2014-10-02 00:00:00
13434,47.40183,8.38701,429.0,2014-07-18 00:00:00
13435,47.35326,8.4684,541.5,2014-08-27 00:00:00
13436,47.35431,8.46531,557.0,2014-08-27 00:00:00
13437,47.43791,8.71998,615.0,2014-09-19 00:00:00
13438,47.4332,8.69117,504.5,2014-09-19 00:00:00
13439,47.35949,8.42973,463.5,2014-08-26 00:00:00
13440,47.42455,8.71765,551.0,2014-07-08 00:00:00
13441,47.30864,8.49399,605.0,2014-06-04 00:00:00
13442,47.35076,8.47405,540.0,2014-05-20 00:00:00
13443,47.41737,8.41073,388.0,2014-05-07 00:00:00
13444,47.40153,8.38683,434.5,2014-07-18 00:00:00
13445,46.40269,9.69619,1809.0,2014-10-22 00:00:00
13446,46.84529,9.87067,1504.5,2014-10-22 00:00:00
13447,46.61813,9.43108,954.0,2014-07-19 00:00:00
13448,46.93573,9.78204,1305.5,2014-07-22 00:00:00
13449,46.77842,9.69013,1608.5,2014-07-17 00:00:00
13450,46.75912,9.79148,1526.0,2014-07-15 00:00:00
13451,46.86387,9.88544,1192.5,2014-05-16 00:00:00
13452,46.99951,9.55767,608.5,2014-06-15 00:00:00
13453,46.88447,9.87215,1093.5,2014-05-09 00:00:00
13454,46.83971,9.87211,1499.0,2014-05-23 00:00:00
13455,46.81372,9.84196,1624.0,2014-05-23 00:00:00
13456,46.77085,9.8028,1512.0,2014-07-06 00:00:00
13457,46.74685,9.34189,1597.0,2014-05-29 00:00:00
13458,46.93623,9.5391,537.0,2014-07-18 00:00:00
13459,46.66358,9.60679,895.0,2014-05-22 00:00:00
13460,46.78528,10.23284,1609.0,2014-08-19 00:00:00
13461,46.67217,9.68059,979.0,2014-08-11 00:00:00
13462,46.8643,9.882,1181.0,2014-05-16 00:00:00
13463,46.79692,9.8547,1586.5,2014-06-12 00:00:00
13464,46.67014,9.66786,970.0,2014-07-07 00:00:00
13465,46.72586,9.5571,1469.0,2014-05-12 00:00:00
13466,46.7891,9.81478,1553.5,2014-06-26 00:00:00
13467,46.81089,9.83653,1629.0,2014-05-27 00:00:00
13468,46.82071,9.72161,1394.5,2014-07-17 00:00:00
13469,46.25607,9.02627,332.0,2014-06-26 00:00:00
13470,47.35497,8.46512,576.5,2014-08-27 00:00:00
13471,47.35386,8.4676,553.0,2014-08-27 00:00:00
13472,47.33421,8.8567,700.0,2014-05-28 00:00:00
13473,47.48845,8.86527,527.5,2014-05-12 00:00:00
13474,46.25895,9.01589,249.5,2014-06-26 00:00:00
13475,47.40191,8.38705,427.0,2014-07-18 00:00:00
13476,46.85721,9.94099,1335.5,2014-08-25 00:00:00
13477,46.612,9.43764,1043.5,2014-07-19 00:00:00
13478,46.93194,9.75134,1424.0,2014-07-22 00:00:00
13479,46.70055,9.73864,1250.5,2014-08-10 00:00:00
13480,46.77926,9.68908,1645.0,2014-07-17 00:00:00
13481,46.75921,9.79289,1499.5,2014-07-15 00:00:00
13482,46.79424,9.81703,1593.0,2014-06-12 00:00:00
13483,46.88228,9.86626,1052.0,2014-05-09 00:00:00
13484,46.69513,8.85059,1165.5,2014-05-06 00:00:00
13485,46.84028,9.86363,1538.5,2014-05-23 00:00:00
13486,46.80107,9.81568,1847.0,2014-07-06 00:00:00
13487,46.77541,9.19662,707.5,2014-05-09 00:00:00
13488,46.99951,9.55767,608.5,2014-10-23 00:00:00
13489,46.76526,9.22165,858.0,2014-09-01 00:00:00
13490,46.67126,9.68654,990.0,2014-08-11 00:00:00
13491,46.7874,9.8144,1535.0,2014-06-26 00:00:00
13492,46.87317,9.89345,1325.5,2014-05-16 00:00:00
13493,46.79787,9.8528,1609.5,2014-06-12 00:00:00
13494,46.78171,9.68009,1737.0,2014-06-15 00:00:00
13495,46.66387,9.60979,894.5,2014-07-07 00:00:00
13496,46.88186,9.86416,1034.5,2014-05-09 00:00:00
13497,46.72398,9.5575,1462.0,2014-05-12 00:00:00
13498,46.79044,9.81406,1576.5,2014-06-26 00:00:00
13499,46.85512,9.87964,1330.0,2014-05-16 00:00:00
13500,47.43568,8.69426,498.0,2014-09-19 00:00:00
13501,47.17009,8.72824,767.5,2014-08-05 00:00:00
13502,46.25864,9.01268,248.0,2014-06-26 00:00:00
13503,47.36045,8.91917,685.0,2014-08-20 00:00:00
13504,47.29072,8.61484,516.5,2014-07-28 00:00:00
13505,47.36045,8.91917,685.0,2014-08-14 00:00:00
13506,47.31911,8.49065,565.0,2014-05-20 00:00:00
13507,47.43605,8.69517,495.0,2014-09-19 00:00:00
13508,47.29058,8.61472,516.0,2014-07-28 00:00:00
13509,46.48771,9.83244,1812.0,2014-10-22 00:00:00
13510,46.84546,9.87082,1504.5,2014-10-22 00:00:00
13511,46.93633,9.78275,1296.0,2014-07-22 00:00:00
13512,46.77919,9.68882,1653.0,2014-07-17 00:00:00
13513,46.71232,9.55373,1386.0,2014-07-18 00:00:00
13514,46.75893,9.79207,1498.0,2014-07-15 00:00:00
13515,46.77432,9.65702,1890.5,2014-06-15 00:00:00
13516,46.88447,9.87215,1093.5,2014-05-09 00:00:00
13517,46.83874,9.87313,1499.5,2014-05-23 00:00:00
13518,46.70272,8.85359,1128.5,2014-05-06 00:00:00
13519,46.83988,9.86237,1570.5,2014-05-23 00:00:00
13520,46.77041,9.80109,1509.5,2014-07-06 00:00:00
13521,46.74757,9.3422,1606.5,2014-05-29 00:00:00
13522,46.66681,9.63051,965.0,2014-05-22 00:00:00
13523,46.86542,9.53661,596.5,2014-10-23 00:00:00
13524,46.86409,9.88053,1210.0,2014-05-16 00:00:00
13525,46.78709,9.81651,1530.0,2014-06-26 00:00:00
13526,46.8703,9.88823,1226.0,2014-05-16 00:00:00
13527,46.7973,9.85369,1603.0,2014-06-12 00:00:00
13528,46.66967,9.66392,956.5,2014-07-07 00:00:00
13529,46.72545,9.55724,1468.5,2014-05-12 00:00:00
13530,46.7907,9.81392,1587.5,2014-06-26 00:00:00
13531,46.85512,9.8795,1331.0,2014-05-16 00:00:00
13532,47.35439,8.46524,560.5,2014-08-27 00:00:00
13533,46.88711,10.46266,1086.5,2014-08-19 00:00:00
13534,46.84494,9.87032,1505.5,2014-10-22 00:00:00
13535,46.69054,9.40291,1233.0,2014-07-19 00:00:00
13536,46.93505,9.77989,1336.0,2014-07-22 00:00:00
13537,46.74353,9.7728,1520.5,2014-07-15 00:00:00
13538,46.86292,9.88417,1212.0,2014-05-16 00:00:00
13539,46.88354,9.87508,1119.0,2014-05-09 00:00:00
13540,46.83965,9.87033,1501.0,2014-05-23 00:00:00
13541,46.80166,9.53035,1154.0,2014-05-06 00:00:00
13542,46.61183,9.17558,1274.5,2014-05-23 00:00:00
13543,46.73478,8.93873,1293.0,2014-05-29 00:00:00
13544,46.93618,9.53917,537.0,2014-07-18 00:00:00
13545,46.6635,9.60646,895.5,2014-05-22 00:00:00
13546,46.57935,9.92582,1689.5,2014-10-22 00:00:00
13547,46.77278,10.24807,1315.5,2014-08-19 00:00:00
13548,46.93194,9.75134,1424.0,2014-07-22 00:00:00
13549,46.69945,9.71559,1364.5,2014-08-10 00:00:00
13550,46.77192,9.65314,1866.5,2014-07-31 00:00:00
13551,46.83506,9.64199,1222.5,2014-05-30 00:00:00
13552,46.67524,9.67163,973.0,2014-07-07 00:00:00
13553,46.80999,9.84029,1574.0,2014-06-12 00:00:00
13554,46.78055,9.67948,1747.5,2014-06-15 00:00:00
13555,46.78799,9.81634,1536.5,2014-06-26 00:00:00
13556,46.66681,9.63051,965.0,2014-05-22 00:00:00
13557,46.74757,9.3422,1606.5,2014-05-29 00:00:00
13558,46.69507,9.43794,729.0,2014-05-13 00:00:00
13559,46.81903,9.70815,1321.0,2014-07-17 00:00:00
13560,47.43067,8.69279,507.5,2014-09-19 00:00:00
13561,46.79571,9.82049,1567.0,2014-10-22 00:00:00
13562,46.7874,9.8144,1535.0,2014-06-26 00:00:00
13563,46.81806,9.60631,1355.5,2014-05-22 00:00:00
13564,46.84863,9.87595,1510.0,2014-05-23 00:00:00
13565,46.87093,9.8796,1181.0,2014-05-09 00:00:00
13566,46.7948,10.29716,1190.5,2014-08-21 00:00:00
13567,46.57935,9.92582,1689.5,2014-08-04 00:00:00
13568,46.83402,9.55984,898.5,2014-07-18 00:00:00
13569,46.80965,9.83625,1628.0,2014-05-27 00:00:00
13570,46.80703,9.83835,1555.0,2014-06-12 00:00:00
13571,46.84529,9.87067,1504.5,2014-05-23 00:00:00
13572,46.81955,9.60996,1286.5,2014-05-22 00:00:00
13573,46.84529,9.87303,1522.0,2014-05-23 00:00:00
13574,46.76526,9.22165,858.0,2014-05-09 00:00:00
